ID	paper_id	title	text	api	What municipalities have placed restrictions on tobacco products?	Can I use vaping to quit smoking?	How common is vaping amongst teenagers?	What companies have violated FDA regulations? 	What disparities exist in tobacco use?	How old do you have to be to buy cigarettes?	Are there any reports on illegally traded tobacco products?	What regulations has the FDA passed?	What is the effect of second hand smoke?	Is vaping bad for me?
148	ab037d23-d9cc-3064-bc4a-3c035c3ecf00	Reynolds American Attempts to Snuff Out Cigarette Crime - WFDD	Reynolds American Inc. goes high tech to battle cigarette trafficking.  The company calls cigarette smuggling a growing problem. According to spokesman David Howard, the Bureau of Alcohol, Tobacco and Firearms estimates it annually costs states an estimated $5.5 billion in lost revenue.  “People are coming down from the North on I-95 with trucks and they are buying cartons and cartons of cigarettes in Southern states where tax rates are lower. Then they are transporting them on I-95 and selling them illegally in states like New York and Massachusetts," explains Howard. "The Mackinaw Center in Michigan has estimated that as much as 60 percent of the cigarettes sold in New York are illegally smuggled.”  As a result, Howard says Reynolds American just launched thenewtobaccoroad.com, a website designed to increase public awareness about the community and national impact of cigarette trafficking. The site will provide links to news articles, national research, tax analysis and to law enforcement agencies as they develop possible solutions. In addition, Howard explains cigarette smuggling leads to other illegal gang activities that can threaten the safety of individuals. "There are also ties to terrorism. In the past few years, some people in the Charlotte, Mecklenburg County area, some people were arrested, they have gone through trial and are in prison now for using funds from illegally smuggled cigarettes to fund Hezbollah.”  The site will also share ideas of what municipalities can do to combat this crime. In addition, a former ATF agent will also maintain a blog on the topic.  Reynolds American spokesman David Howard explains how a website will help the company reduce cigarette trafficking.	google										
149	f689d12e-a1a9-3420-99a0-ce2fe9f48973	Cigar Market To Maintain Healthy CAGR In Coming Years with Focusing Key players like Imperial Tobacco Group, Swedish Match, Agio Cigars, J. Cortès cigars, China Tobacco, Burger Group, etc	Home/Biotechnology/Cigar Market To Maintain Healthy CAGR In Coming Years with Focusing Key players like Imperial Tobacco Group, Swedish Match, Agio Cigars, J. Cortès cigars, China Tobacco, Burger Group, etc Cigar Market To Maintain Healthy CAGR In Coming Years with Focusing Key players like Imperial Tobacco Group, Swedish Match, Agio Cigars, J. Cortès cigars, China Tobacco, Burger Group, etc Industrial Forecast on Cigar Market: A new research report titled, ‘Global Cigar Market Size, Status and Forecast 2019-2024’ have been added by Reports Monitor to its huge collection of research report with grow significant CAGR during Forecast .The research report analyzes the Global market in terms of its size, status, forecast, trends, competitive scenario, and potential growth opportunities. The Cigar Market report categorizes the Global market on the basis of type, application, end-user, and region. The study on the GlobalCigar Market strives to offer significant and profound insights into the present market scenario and the emerging growth dynamics. The report on Cigar Market also provides the market players as well as the new contenders a complete view of the market landscape. The comprehensive research will enable the well-established as well as the emerging players to establish their business strategies and achieve their short-term and long-term goals. The report also presents a significant evaluation of the scope of the regions and where the key participants might find potential growth opportunities in future. The Major Players Covered in this Report: Imperial Tobacco Group, Swedish Match, Swisher International, Scandinavian Tobacco Group, Altria Group, Habanos, Agio Cigars, J. Cortès cigars, China Tobacco, Burger Group & More. Scope of the Report:The report is designed to incorporate both qualitative and quantitative aspects of the Cigar Market with respect to each of the regions and countries involved in the study. Furthermore, the report also caters the detailed information about the crucial aspects such as major drivers & restraining factors which will define the future growth of the market. Also covered segments company profile, type, and applications. Market Segment by Type, covers: Machine-made Cigars Handmade Cigars Market Segment by Applications, can be divided into: Male Smokers Female Smokers Manufacturing cost structureThe Cigar Market report also studies the manufacturing cost structure and presents the various details such as raw material, overall production process, and the industry chain structure. Every region key factors are provided which is attracting this market towards growth. The report also elaborates on the opportunities the emerging markets of Asia Pacific and Latin America offer and Globally. In the end, Cigar Industry report details the major regions, market scenarios with the product price, revenue, volume, production, supply, demand, market growth rate, and forecast etc. This report also presents SWOT analysis, investment feasibility analysis, and investment return analysis.	google										
150	8ab589c4-bb3e-3c65-b10d-14bdf5c89db0	E-cigarettes banned on US commercial flights	If you get your nicotine fix from an electronic cigarette, forget about doing so on a commercial flight in the U.S.  U.S. Transportation Secretary Anthony Foxx announced today in a news release that e-cigarettes would be banned on all scheduled flights of U.S. and foreign carriers into and out of the U.S. The U.S. Transportation Department also extended its ban against smoking to charter flights on which a flight attendant is a required crew member.  “This final rule is important because it protects airline passengers from unwanted exposure to aerosol fumes that occur when electronic cigarettes are used on board airplanes,” Foxx said in the release. “The department took a practical approach to eliminate any confusion between tobacco cigarettes and e-cigarettes by applying the same restrictions to both.”  The release cited studies showing that e-cigarette aerosol can contain harmful chemicals. E-cigarettes are battery-powered devices that replicate smoking, but use a nicotine solution rather than tobacco.  “While further study is needed to fully understand the risks, the department believes that a precautionary approach is best. The department is particularly concerned that vulnerable populations (such as children, the elderly and passengers with respiratory issues) would be exposed to the aerosol within a confined space, without the opportunity to avoid the chemicals,” the release said.  The release said the Transportation Department “views its current regulatory smoking ban to be sufficiently broad to include the use of electronic cigarettes; however, the prior rule did not explicitly define ‘smoking.' The department took this action to eliminate any confusion over whether its ban includes electronic cigarettes.”  Cynthia Cabrera, president of the Smoke-Free Alternatives Trade Association, which bills itself as “the Voice of the Electronic Vapor Industry,” acknowledged the ban but sought to allay concerns about e-cigarettes.  “While we defer to the Transportation Department prohibiting the use of vapor products on commercial flights, it’s important to know that vapor products are fundamentally and scientifically different than combustible tobacco and should not be equated with the harmful effects of smoking," Cabrera said in a news release.  Despite the announcement, it's not clear how many regular air travelers would notice a difference. Information on the website for blue eCigs, citing a “Business Insider” report, says no major U.S. airlines, including American Airlines, Delta, JetBlue, Southwest or United, allow e-cigarette use.  However, the website encourages travelers to check with their airline about whether “vaping” is permitted.  The website says that one of the “awesome things” about the company’s e-cigarettes “is that you can savor them without bothering anyone around you, since electronic cigarettes don’t produce smoke, ash or a nasty smell.”  However, the Food and Drug Administration warns on its website that e-cigarettes can increase nicotine addiction among young people and lead them to try tobacco products, may contain toxic ingredients and that users have no way of knowing if they are safe or what dosage of nicotine they might be inhaling.  The Los Angeles Times reported in October that 12.6%  of U.S. adults have tried an e-cigarette at least once and 3.7% use them regularly.	google										
151	8cbac8ca-97a5-313d-a3f8-f4b4674a6add	Imperial Tobacco announces closure of UK, French factories - Yahoo News	Paris (AFP) - Imperial Tobacco on Tuesday announced the closure of factories in Britain and France with the loss of 900 jobs, citing declining sales in Europe, tougher anti-smoking measures and the growth of contraband sales.  The two factories concerned are at Carquefou, near Nantes in western France, where 327 people are employed, and Nottingham in central England, which has 540 staff.  The company told unions at its French subsidiary Seita that a total of 366 jobs will go in France, where it employs 1,150 people, and 130 new jobs will be created in Poland.  The move means Gauloises, one of the most famous brands owned by Imperial, will be almost exclusively produced outside France.  The company's portfolio also includes Davidoff cigarettes, Golden Virginia loose tobacco and Rizla rolling papers.  In a statement, Imperial which employs 35,000 people in 160 countries, said it was undertaking "a number of restructuring projects to strengthen the groupâs competitive position."  It said the measures, including the two factory closures, would be implemented over the next two years.  "The proposed closures reflect declining industry volumes in Europe, impacted by tough economic conditions, increasing regulation and excise and growth in illicit trade," the statement said.  "Production has been affected at the Nottingham and Nantes sites, which now utilise less than half their manufacturing capacity."  Imperial's chief executive, Alison Cooper, added: "These projects are an essential part of securing the sustainable future of the business.  "The prospect of job losses is always regrettable and we will be doing all we can to support employees and ensure that they are treated in a fair and responsible manner."  The company said the cuts would deliver savings of Â£300 million a year (360 million euros, $500 million) from September 2018.	google										
152	bff3f307-296a-3968-a01c-a8126007c60b	Altoona Area High School receives vape sensors	Courtesy photo Pictured from left are Dr. George M. Zlupko, founder of the Lung Disease Foundation; Michael Corso, vice president of operations for UPMC Altoona representing the UPMC Altoona Foundation; Andy Neely, principal of Altoona Area High School; and Bill Pfeffer, director of safety and security for the Altoona Area School District. Lung Disease, UPMC Altoona foundations partner for presentation The Lung Disease Foundation of Central Pennsylvania, in partnership with UPMC Altoona Foundation, presented 30 vape sensors to the Altoona Area High School on April 14. The vape sensors will be installed in the restrooms and locker rooms in the Altoona Area High School to detect vape smoke and chemicals. According to the Altoona Area School District, vaping made up 98% of their tobacco violations in 2019-20. Dr. George M. Zlupko, chairman of the Lung Disease Foundation of Central Pennsylvania, senior partner and founder of the Altoona Lung Specialists, said, “The Lung Disease Foundation is pleased to partner with the Altoona Area School District in providing Vape Sensors to help in controlling the epidemic of vaping which is creating serious long-term consequences for students.” In 2015, the U.S. Surgeon General reported that e-cigarette use among high school students had increased by 900%. These products are now the most commonly used form of tobacco among youth in the United States, surpassing conventional tobacco products, including cigarettes, cigars, chewing tobacco, and hookahs. Most e-cigarettes contain nicotine, which can cause addiction and can harm the developing adolescent brain. According to Sherri Stayer, executive director for the Lung Disease Foundation, “There are students as young as 11 and 12 years old being caught with these devices and the sensors will identify youth utilizing the devices and provide for referral to new educational program called INDEPTH “Intervention for Nicotine Dependence: Education, Prevention, Tobacco and Health,” which is an alternative to suspension and citation program. The program will be mandatory upon referral and allow for education of the students on the risks associated with the use of the devices.” As the Tobacco Control Service Provider for Blair and Bedford Counties, the Lung Disease Foundation of Central PA is responsible for providing prevention, education and tobacco cessation programs, as well as working to eliminate exposure to secondhand smoke. It is a 501(c)(3) nonprofit foundation founded by Dr. George M. Zlupko. The foundation is located in the Lung Disease Center of Central PA at 800 Chestnut Ave., Altoona. For more information on the Vape Sensors, education programs available for students, parents and school districts, and Cessation Programs, contact Stayer by calling 814-946-2845 x 200 or emailing sherris@altoona	bing										
153	6f076993-247b-3c0e-8bc1-cf83c1366ac5	New FDA e-cigarette rules leave local fans, foes sharply divided	Now it's extending that authority to cover all tobacco products, like cigars, hookah tobacco and even e-cigarettes.  Jeff Stier, a senior fellow at the National Center for Public Policy Research, complained in a USA Today op-ed that the federal government overreached in its e-cigarette regulations.  In fact, a study jointly supported by the Centers for Disease Control and Prevention and the FDA found the use of e-cigarettes by high school students has increased 900 percent from 2011 to 2015.  Previously proposed rules related to electronic cigarettes and other tobacco forms were formally released yesterday.  These include not allowing products to be sold to individuals younger than age 18 years, requiring age verification with photo ID, not allowing the sale of covered tobacco products in vending machines (unless in an adult-only facility), and not permitting the distribution of free samples.  The US government has announced its new federal rules, which include a ban on the sale of e-cigarettes to people under the age of 18.  In California, Democratic Governor Jerry Brown signed five bills to restrict the use of tobacco in various ways, including the regulation of e-cigarettes and the expansion of funds for funding the anti-smoking programmes. "If it's another flavor, that's a different product", said Jensen.  The FDA says the new regulation will allow them to evaluate the ingredients of these products, how they're made and the impact on public health, but many in the vaping industry believe it comes down to money.  Paterno Knew of Sandusky Abuses in 1976: Insurer   A lawsuit between Penn State and an insurance company, Pennsylvania Manufacturer's Association Insurance (PMA). In November, Penn State disclosed that it had settled 32 claims related to Sandusky totalling $93 million.  Congress gave the FDA authority to oversee tobacco products in 2009, but until now the agency had not finalized rules to regulate e-cigarettes and cigars. "There are thousands of small business and tens of thousands of jobs on the line", Conley said. "They will still contain nicotine and vapor, but they'll cost a lot more for consumers and be owned by a few big businesses". "So up until now, we don't know all the ingredients", said Temple.  "Ending the tobacco epidemic is more urgent than ever, and can only happen if the FDA acts aggressively and broadly to protect all Americans from all tobacco products", said Harold Wimmer, president of the American Lung Association.  It said vapor products are a game-changing technology in the campaign to reduce cigarette smoking. Manufacturers will also have to have all of their products tested and approved along with new health warnings.  Stock up on e-cigarettes while you can: As of August, retailers will be prohibited from selling the electronic puffers to minors.  Some have actually touted the e-cigarette as an alternative to traditional cigarettes and as an aid to help smokers quit.	bing										
154	5fe79276-a2de-37a1-bced-7397982691f0	The Labour party pledges tobacco levy if in power next year	MANCHESTER England (Reuters) - The Labour party said on Tuesday it would introduce a U.S.-style "sin tax" on tobacco firms if it wins a national election next year, sending shares in the leading cigarette groups lower on the day.  Labour leader Ed Miliband made the pledge in a speech to his party's annual conference which he hopes will help him persuade sceptical voters he is prime ministerial material and can win power next May.  "We will raise extra resources from the tobacco companies who make soaring profits on the back of ill health," Miliband told party activists.  The tax, would be based on firms' market share and would aim to raise at least 150 million pounds ($245 million), the party said in an advance briefing note.  Shares in British American Tobacco and Imperial Tobacco were both down by 1.7 percent, although shares in both companies had already been trading lower as the broader FTSE 100 index fell 1.4 percent.  Big tobacco companies are already at odds with the British government over plans to implement a law requiring tobacco products to be sold in plain packaging with graphic health warnings and no branding.  The government said in April it was prepared to move forward with the plan, aimed at reducing the lure of smoking for young people. It published draft regulations in June and finished a six-week consultation in August.  Philip Morris has said it is prepared to sue the government should it move forward with such a law, whose implementation in Australia has led that country to face challenges at the World Trade Organization.  Labour are narrowly ahead of Prime Minister David Cameron's Conservative party in the polls, after a lead of up to 10 percentage points slipped over the last 12 months. A YouGov poll released before Miliband's speech on Tuesday put support for Labour at 35 percent against 33 percent for the Conservatives.	bing										
155	eef4d27a-0613-3513-b688-312366560cbc	TAMC TIP: Quit Tobacco	Tobacco use is the leading preventable cause of death in the U.S.,  with 443,000 deaths annually. Those subjected to secondhand smoke exposure have a higher risk of heart attacks and cancers. The U.S. Surgeon General has emphasized that there is no safe level of secondhand smoke.  Of particular concern to the Department of Defense is widespread smokeless tobacco use. Studies have shown smokeless tobacco causes oral health problems and cancer.  Every day, Tripler Army Medical Center treats the adverse and costly health effects of tobacco use among its health care beneficiaries.  Health care organizations have a mission to improve the health of individuals and communities they serve.  All service members and beneficiaries can discuss quitting with their health care providers and enlist their friends and family as support. TAMC encourages TRICARE beneficiaries who use tobacco to review resources at the DoD’s tobacco cessation website at www.ucanquit2.org, which is specifically oriented to service members, veterans and families.  For details on smoking cessation classes and programs, contact the primary care manager at 433-2778.	google										
156	8b1f0f40-2433-30a6-8abb-2581d02ac8ed	Final preparations for tobacco-free EURO	To mark World No Tobacco Day, UEFA today reaffirmed its no-tobacco policy for UEFA EURO 2016, whereby all ten stadiums hosting matches from 10 June to 10 July will be tobacco-free zones, inside and out.  As part of the UEFA Respect your Health campaign, this summer's tobacco-free EURO will go one step further than any of UEFA's previous tournaments, with volunteers and stewards trained to ensure that spectators are made aware of the policy and the need to comply with it at all times. Anyone caught using tobacco or e-cigarettes once they have passed through the turnstiles will be asked to stop.  Over 6,500 people are volunteering at UEFA EURO 2016. All the volunteers involved in the Respect your Health campaign are receiving training on the no-tobacco policy through a purpose-built e-learning platform, an app and situational group sessions. The training, which coincides with World No Tobacco Day, is also being rolled out among security managers and stewards.  UEFA worked with the European Healthy Stadia Network and the World Heart Federation to develop its no-tobacco policy for UEFA EURO 2016. Tobacco use is the largest preventable cause of premature death and chronic disease around the world, and it causes over 700,000 deaths a year in Europe alone.  The main reason smoking will not be allowed at UEFA EURO 2016 is to protect fans and staff from the dangers of second-hand smoke – a direct cause of disease, disability and death. Other reasons include setting a good example to young people, minimising fire hazards and contributing to a tournament that promotes health and enjoyment for all.  Respect your Health is one of the eight social responsibility and sustainability priorities defined for UEFA EURO 2016, all of which featured in the tournament’s one-year to go report. More information on the eight priorities and the report is available here.  The strengthening of UEFA's policy on tobacco consumption and promotion is a natural step in its ongoing commitment to using football to promote healthy lifestyles and a safe, sustainable environment for all.	bing										
157	6c258472-cdf3-3210-b435-9c8d73f7e3b8	Police Undercover Tobacco Sting Operation Finds 100% Compliance	Police Undercover Tobacco Sting Operation Finds 100% Compliance Wednesday, June 12th, 2019 Five local retailers were tested as part of a tobacco enforcement undercover decoy sting operation Monday and all five were found to be 100% compliant with the law according to details released today by the Susanville Police Department. This was the department’s second sting operation under the Department of Justice Law Enforcement Tobacco Prevention and Enforcement Grant. “The goal of this portion of the program is to gain 100% legal compliance from retailers to sell tobacco and nicotine products to only people 21 years of age or older,” explains Susanville Police Captain Ryan Cochran. Current law prohibits a person or retailer to sell tobacco products to a person under the age of 21. “The decoy program consists of using a person under the age of 21 years of age to purchase tobacco products. If asked by the retailer, the minor decoy tells them their true age and if requested, provides their true identification. The decoy is monitored and observed at all times by SPD Officers.” The department’s Enforcement Team visited the Smokin’ Bean, Dollar General, Walmart, Safeway and Mobil Gas/Mini Mart. According to Cochran all of the retailers successfully rejected the minor decoy’s request by either asking their age or viewing their identification. “We are pleased that we had 100% compliance from the retailers that were visited. The Susanville Police Department has been working hard on educating our local retailers on the new laws regarding tobacco sales. This operation shows the education is working in our community. Congratulations to all the retailers. Keep up the good work.” Posted by Jeremy on . Filed under Local & Regional News. You can follow any responses to this entry through the RSS 2.0. Responses are currently closed, but you can trackback from your own site.	rss										
158	ce7fc997-83e9-3480-bdab-072a2dc10b8d	Dupuy: E-cigarettes should be e-regulated - Summit Daily News	Let me get one thing out of the way: I hate cigarette smoke. Hate isn’t even a strong enough word for my violent contempt for smoking. It’s twofold: Smokers stink up common air and often litter common space. When people in public parks flick their butts on walkways they cede their civil rights and we should be able to water board them in the fountain.  And yes, I’m a reformed smoker and a total hypocrite. I smoked like a rendering plant from the time I was a young teenager until I was nearly 30. I attribute my stopping to draconian and fascistic public policy: I couldn’t smoke in restaurants; I couldn’t smoke in bars; in some states I couldn’t smoke 100 feet from said establishments. It got more and more expensive as normally tax-resistant politicians taxed the hack out of my vice. Smoking made me a social pariah.  It was no longer fun nor chic nor dignified so I quit.  In quitting smoking I also ended my life-long love affair with nicotine. For those of you unfamiliar, it’s a delectable drug that stimulates brain function, decreases appetite and calms nerves. And then after years of dependence it makes you think it’s akin to oxygen, and the notion of being without it sends you into a panic. As an irony to this soothing and comforting drug, long-term use of nicotine means you’re rarely ever calm. So to me quitting smoking only to chew nicotine gum is a lateral move. All the health benefits and financial motivations of not smoking are null and void if you are still on nicotine.  Enter e-cigarettes. First off no one would ever brag about how they quit smoking pot and only vaporize now. They’d still be considered a pothead (or Maureen Dowd). But we have these distinctions with nicotine. People can believe they’ve quit smoking cigarettes and chew, patch or vape instead. Legally e-cigarettes have slipped under the radar — evident by the television commercials and advertisement space not available to other tobacco products for at least a decade.  Now a group of 53 scientists with the blessing of Big Tobacco are pleading with the U.N.’s World Health Organization not to classify e-cigarettes as tobacco products because it will save lives. The argument is that if people switch to vaporizing tobacco it’s healthier, so the electronic version of cigarettes should continue to be unregulated.  This is complicated for me. I can be in a car with all the windows rolled up and drive by someone smoking a cigarette and get annoyed because I smell smoke. Conversely if someone sitting right next to me puffs away on an e-cig I can’t detect it, let alone care. As someone who finds cruel and unusual punishment appropriate for smokers — I don’t have the same passion for vaporized nicotine.  Laws like the one in my state banning e-cigarettes in restaurants and bars just seem arbitrary and knee-jerk against something that looks like smoking. Would we back a law that banned chewing nicotine gum on airplanes? Perhaps. Would people comply? Nope. Then the law exists only for lawmakers’ catharsis and not for any real public health benefit.  However I am grateful that public shaming motivated me to get off nicotine for good. I’m happy there was an austere, punitive and totally unfair tax to disincentivize smoking. I think it’s a horrible pointless addiction I’d only wish on people I don’t like (smokers, for example).  Here’s where my conflict is: I don’t like nicotine but don’t think my opinion of a drug should mean it’s unavailable to others to enjoy. Even if that drug is admittedly carcinogenic. Sure, e-cigarettes are harmful to public health, but obesity is also a wide public health crisis and I’m not going to support a ban on beige food. I can personally find things other people do to be objectionable and not try to stop them. It’s only when it seeps into my space where there’s an issue of contention. So I’m OK with e-cigarettes being allowed in places you can’t smoke in.  That being said, e-cigarettes should be classified as tobacco. Yes they’re technically a “nicotine delivery device” derived from tobacco. For all intents and purposes — it’s tobacco. They should have to abide by the same laws as other tobacco products. They should be taxed just like other tobacco products. The FDA should regulate them just like other tobacco products and the WHO should categorize them just like other tobacco products.  Vaping should be a healthier option for nicotine — not a gaping loophole.  Tina Dupuy is a nationally syndicated op-ed columnist, investigative journalist, award-winning writer, stand-up comic, on-air commentator and wedge issue fan. Tina can be reached at tinadupuy@yahoo.com.	google										
159	3f71c011-1879-37b4-97a9-2287b3773c78	Off the hook: smoking – and how to give it up	However, it is possible to come off, and stay off, cigarettes. A French study of 233 smokers with HIV found that about 7% stopped within the next two years.  This quit rate is approximately what Carolina Herberts sees at the Royal Free.  “We know that about 3% of patients a year, who simply decide to stop and have no other help, manage to quit permanently after any one attempt.  “If they also use medication such as nicotine replacement therapy or the anti-smoking drugs Zyban (bupropion) or Champix, the one-year success rate is 7%. But if they get medication and support, such as an anti-smoking course, the success rate is 20%.”  Short-term success is much greater: a month after stopping smoking 60% of smokers have still stopped. But, as I found, the addictiveness of nicotine means that there’s a high relapse rate.  Vince knows about relapse. He’s 64, has had HIV for 23 years, and used to smoke 30 a day. A tough proposition for a stop-smoking course.  “I started smoking at 17, and was smoking for 38 years before I stopped in 2000,” he says. “I managed to stay smoke-free till last year when I was having a bad time.  “I started again in June and was soon up to 30 a day. I was coughing again within a month. A friend said: ‘You’re already sounding like you did ten years ago’.”  The first time round he had attended a stop-smoking course at the Royal London Hospital. He initially tried nicotine replacement therapy but, finding it didn’t work, started taking Zyban.  It’s still not clear exactly how Zyban works. It has tended to become less popular over time – in favour of Champix – because a lot of people complain of side-effects, including Vince. “I felt really spaced out, like I was unpleasantly drunk and had a woolly mind. However they halved the dose and I then felt much better.”  This may have been because anti-HIV drugs, including both protease inhibitors and non-nucleoside (NNRTI) drugs, increase the amount of Zyban in the body.  This time round he tried the GMFA stop-smoking course and Champix. This is the first drug specifically designed as an anti-smoking medication. It works by blocking the nicotine receptors on nerve cells, so smokers experience fewer cravings when they stop. It doesn’t interact with HIV drugs.  The most common side effect is mild nausea in the first couple of weeks. Vince also experienced disturbing dreams and disrupted sleep, though he says “it was hard to tell if it was part of the mental process of giving up.” And he says it has not entirely abolished cravings. But at the time I interviewed him, five weeks after the stop-smoking course, he only admitted to once having a puff on a tobacco-free marijuana joint.  Only a minority take an anti-smoking pill; the most popular choice is still to use nicotine replacement therapy (NRT), which gives you a hit of nicotine without filling you full of the tar and carbon monoxide you would get from smoking a cigarette.  NRT comes in a variety of different guises, tailored to smokers’ individual habits. Habitual smokers who light up first thing in the morning might use patches, which deliver a regular supply of nicotine. Occasional smokers might benefit more from gum, fast-acting lozenges, or a nicotine nasal spray to tackle cravings.  Milo is another GMFA course graduate. He’s 35 and HIV-negative and saw his cigarette consumption increase to about 15 a day since he started smoking eleven years ago. He had tried to give up three times before he decided to try a course.  “I think the course really helped; sharing experiences, going through something similar to everyone else. If you relapse you’re letting others down as well as yourself – though I liked the honesty of it too, and people feeling able to admit their slip-ups. It’s the first group therapy thing I’ve ever done.”  Vince chose the GMFA course because “courses are the only thing that have ever worked for me. It’s the ego thing, being able to come back the following few weeks and tell people you’re smoke-free.”  He wants to stay a non-smoker “because it’s the one thing in my life I can control. I need meds for my HIV, and I take antidepressants too. At least I can bloody well stop cigarettes. And I want to stay alive for my partner Ray.”  Barrie Dwyer emphasises there is no disgrace in relapse. “Most smokers need a lot of attempts before they quit successfully. If it doesn’t work this time, come back!”	bing										
160	25de98c7-1530-30ac-9090-3b11296c0dd1	A Tobacco Tax Increase In Ontario Will Fund Organized Crime - Exchange Morning Post (press release)	OTTAWA  Yesterday, the National Coalition Against Contraband Tobacco (NCACT) warns the province of Ontario that an increase in provincial tobacco taxes will fuel Ontario’s booming illegal cigarette industry. This will fund organized crime endangering the safety of communities in Ontario. “There is already more contraband tobacco in Ontario than any other province, operated largely by organized crime,” said Gary Grant, a 39-year veteran of the Toronto Police Service and national spokesperson for the NCACT. “Already, a ‘baggie’ of 200 illegal cigarettes can cost as little as $8; more than $70 less than the price of legal product. A tax increase only makes this difference wider, and the criminal market more lucrative.” The RCMP estimates that there are about 175 criminal gangs that use the trade to finance their other illegal activities, including guns, drugs and human smuggling. Ontario has done little in recent years to tackle contraband tobacco, despite having made commitments in the past to consider tougher measures, including in the last two provincial budgets. “Ontario’s lack of action has given the criminals that run the contraband tobacco industry free reign for too long. In contrast, tougher police powers in Quebec have allowed for more robust police action. Look at the Montreal example. Today, a major illegal cigarette bust was announced, with dozens of arrests tying contraband tobacco directly to the organized crime ring,” continued Grant. “If Ontario was serious about contraband tobacco, we’d see more arrests like those in Quebec, and not actions that will effectively fund organized crime.” “We need to keep our communities safe. We need strong measures to eliminate this growing problem in Ontario,” conclude Grant. “Higher taxes that increase the price gap on tobacco do exactly the opposite.”	google										
161	618e360b-a82e-3370-8c3d-37fd655e9a9d	Europe Pure Nicotine Market is Expected to Grow at a CAGR of 5.83% by 2022	Europe Pure Nicotine Market Information - by type, application and by Country - Forecast to 2022  PUNE, MAHARASHTRA , INDIA , April 7, 2017 / EINPresswire.com / -- Market Research Future published a cooked research report on Europe pure nicotine market which is estimated to grow more than 5.83% after 2022.Market Overview:Pure nicotine is a colorless liquid with a characteristic acrimonious odor. It is a colorless liquid that turns brown and smells like tobacco when exposed to air. It is the purest and freshest Nicotine solution available in the market that is derived from the finest, pesticide-free Tobacco leaves. It is naturally sourced, filtrated, extracted, separated and distilled to amass a true and clean nicotine produce. The Europe pure nicotine market has witnessed continued demand during the last few years and is projected to reach 5.521 Kilo tons at a CAGR of 5.83% by 2022. Increase in demand for the nicotine replacement therapy (NRT) products will drive the higher demand for the pure nicotine in the coming years. Increase in demand across various applications including e-liquid, smoking cessation products, bio pesticides and other industrial purposes is driving higher demand for pure nicotineKey Players of Europe Pure Nicotine Market:• Chemnovatic• Contraf Nicotex Tobacco GmbH (CNT)• Nicobrand Limited• Alchem International SA• Purenic (BGP Europe AG)Request a Sample Copy @ https://www.marketresearchfuture.com/sample_request/2476 Market Segmentation:Europe pure nicotine market is segmented by type, application and country.Market Analysis:Europe pure nicotine market, based on application, is segmented into e-liquid, smoking cessation products, pharmaceuticals, bio-pesticide and others E-liquid dominated and having more than 50% market share in the year 2016 and is projected to grow at the highest CAGR at 5.85% during the forecast period followed by smoking cessation products with market share more than 25% and growing at CAGR of 5.8% for the corresponding period. The innovations in pure nicotine products and process prime objectives include achieving reductions in cigarette consumption by providing various product forms, flavors, and packaging styles is supporting the market growth.Regional Analysis:Rest of the Europe part accounted for the largest market share which is more than of 50% in 2016, with a market volume of 2.063 kilo tons and is projected to grow at a CAGR of 5.38% during the estimated period. Bulgaria is emerging as new target country with projected CAGR of 7.08% followed by Poland and Germany.Access Report Details @ https://www.marketresearchfuture.com/reports/europe-pure-nicotine-market-2476 About Market Research Future:At Market Research Future (MRFR), we enable our customers to unravel the complexity of various industries through our Cooked Research Report (CRR), Half-Cooked Research Reports (HCRR), Raw Research Reports (3R), Continuous-Feed Research (CFR) and Market Research & Consulting Services.MRFR team have the prime objective to provide optimum quality market research and intelligence services to our clients. Our market research studies depending on products, services, technologies, applications, end users, and market players for global, regional, and country level market segments enables our clients to know more consequently do more, which gives them answer for their each and every important question.In order to stay updated with technology and work process of the industry, MRFR often plans & conducts meeting with industry experts and does industrial visits for its research analyst members.Contact:Akash Anand,Market Research FutureOffice No. 528, Amanora ChambersMagarpatta Road, Hadapsar,Pune - 411028Maharashtra, India+1 646 845 9312Email: akash.anand@marketresearchfuture.com	mention.com										
